countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rkna,rtfpna,rwtfpna,labsh,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k
CHL,Chile,Chilean Peso,1953,28306.47266,26209.70313,6.637628807,2.198094368,2156.07,1.877681613,27733.80664,31177.18945,28496.29883,27277.75195,26243.50586,1.078664064,1.231506824,26198.10156,20302.91016,23410.44922,34385.25781,1.122848511,1.073046088,0.436018795,0.034906369,6.93E-05,0.131725863,0.157910839,0.164965019,Extrapolated,Extrapolated,Market,Regular,,,0.846053958,0.126234084,0.170664936,0.041790593,-0.071943663,-0.11279995,0.133375742,0.368810821,0.123546718,0.372502446,0.173451215,0.484460354
CHL,Chile,Chilean Peso,1954,30169.22266,28066.34961,6.759655837,2.466590881,2137.74,1.885694981,28782.30273,31154.70898,30282.46875,29130.55469,27532.39063,1.070119739,1.148076534,24739.63281,21139.94141,22528.15625,35620.94922,0.986659884,0.960853457,0.436018795,0.035845418,8.99E-05,0.173380718,0.187024206,0.194419727,Extrapolated,Extrapolated,Market,Regular,,,0.837600768,0.081440456,0.150444403,0.044270393,-0.065526381,-0.048229609,0.17608113,0.352548525,0.15834616,0.363425583,0.187896371,0.468115121
CHL,Chile,Chilean Peso,1955,29994.86719,27410.58984,6.89371239,2.457180738,2119.57,1.893742561,27979.56055,31020.05664,29956.40234,28313.33984,27219.4707,1.018228054,1.10829401,25983.92383,20604.52539,22987.69922,37572.82422,1.005379081,0.951213241,0.436018795,0.04106921,0.0001585,0.17325601,0.19074136,0.201810375,Extrapolated,Extrapolated,Market,Regular,,,0.820767283,0.107387424,0.167443946,0.051112026,-0.078725636,-0.067985065,0.177112671,0.35164689,0.154351635,0.405708671,0.180146322,0.436116666
CHL,Chile,Chilean Peso,1956,29828.74805,26978.98242,7.042534169,2.268180609,2101.55,1.901690722,27782.42578,31065.53516,29669.78125,27754.33203,28574.57617,1.026859283,1.147756219,26144.4082,20594.59766,23275.45117,39735.40625,1.013117194,0.964575648,0.436018795,0.046629228,0.000329222,0.131205514,0.149921581,0.160268337,Extrapolated,Extrapolated,Market,Regular,,,0.835236549,0.11829178,0.165775716,0.047966331,-0.079556525,-0.087713793,0.134053249,0.308301257,0.116857596,0.420726597,0.171732724,0.371583909
CHL,Chile,Chilean Peso,1957,32059.24609,29786.72852,7.205677491,2.398645401,2083.69,1.90967226,31340.61523,34605.04688,31873.68359,30608.92969,30851.25781,1.059431911,1.203989983,28159.89258,23298.97266,25560.73047,41555.95703,1.036468148,1.006133318,0.436018795,0.046144545,0.000512744,0.107243858,0.122890241,0.127968058,Extrapolated,Extrapolated,Market,Regular,,,0.862639129,0.106649667,0.161265194,0.04549557,-0.080425978,-0.095623553,0.109372384,0.2731055,0.095857949,0.378675669,0.198410019,0.348554969
CHL,Chile,Chilean Peso,1958,33019.88672,30963.44922,7.380857492,2.464684486,2065.97,1.917687297,32432.15625,35755.84375,32926.85547,32011.78906,30959.91016,1.090546131,1.218817234,29473.79883,24005.13867,26257.21289,43283.02344,1.045806766,0.996371269,0.436018795,0.049202185,0.000684909,0.100521438,0.115716986,0.119024783,Extrapolated,Extrapolated,Market,Regular,,,0.840569794,0.103827022,0.172561824,0.044394478,-0.067145564,-0.094207577,0.102821516,0.263993289,0.089317491,0.2944749,0.18000181,0.340433836
CHL,Chile,Chilean Peso,1959,33432.74219,30663.20703,7.564933637,2.383176565,2048.41,1.92573595,32114.04102,35156.67969,33215.17578,31621.76758,31885.1543,1.043661356,1.155282855,29013.55273,23848.82031,25624.61133,44572.11328,1.025658846,0.968760848,0.436018795,0.051920433,0.000976792,0.098260514,0.114513546,0.120283827,Extrapolated,Extrapolated,Market,Regular,,,0.838280141,0.096219778,0.17728737,0.049701866,-0.068327062,-0.093162097,0.100779608,0.28605886,0.086349288,0.340427935,0.186527595,0.364079058
CHL,Chile,Chilean Peso,1960,35367.07031,32694.52148,7.754579327,2.429975748,2031,1.93381846,35011.89844,39032.06641,35188.92188,33646.78906,34677.54688,1.045469165,1.215911627,32072.59375,25930.50781,29221.30469,47049.66406,1.088455558,1.060555816,0.436018795,0.050952137,0.001048969,0.10144338,0.119202927,0.124666348,Extrapolated,Extrapolated,Market,Regular,,,0.863819838,0.119481534,0.176751971,0.048066866,-0.095463753,-0.112656467,0.103930145,0.273871876,0.089290121,0.331712663,0.162525728,0.330203116
CHL,Chile,Chilean Peso,1961,34370.69531,31626.07422,7.946737856,2.457173109,2023.99,1.950530291,36999.00781,41422.54688,34384.08203,32779.34375,37527.09766,0.96517235,1.226717949,33616.19531,27126.60156,31075.33984,50428.57813,1.087679505,1.075289845,0.436018795,0.044650681,0.001050136,0.140808523,0.152321965,0.159778997,Extrapolated,Extrapolated,Market,Regular,,,0.941148043,0.134948969,0.187581286,0.050050877,-0.106274605,-0.207454607,0.130408508,0.248621731,0.192988341,0.326630384,0.149689585,0.293963253
CHL,Chile,Chilean Peso,1962,42565.91406,39495.48438,8.138874916,2.506444693,2017.01,1.967386603,38801.01563,42822.76172,42655.64844,41137.73438,39210.32813,1.135220647,1.184641361,35159.79688,28364.40039,31799.72266,53060.42578,1.091815352,1.056047559,0.436018795,0.04433348,0.001057636,0.133316934,0.146296531,0.151694641,Extrapolated,Extrapolated,Market,Regular,,,0.783874214,0.097762898,0.159323454,0.039564893,-0.074313276,-0.006212172,0.123875878,0.271521253,0.179767061,0.326909482,0.169365093,0.318390578
CHL,Chile,Chilean Peso,1963,45323.69531,41114.82422,8.329117635,2.548168421,2010.05,1.984388471,40000.38281,44833.07031,45316.16016,42768.00391,44186.14453,1.086582065,1.144116163,37389.44141,29301.60352,33579.32422,56648.70703,1.106797695,1.063037276,0.436018795,0.034409881,0.001621786,0.133179054,0.134707376,0.142733365,Extrapolated,Extrapolated,Market,Regular,,,0.782559216,0.112997748,0.152728334,0.064074166,-0.138642177,0.026282743,0.136212828,0.147357469,0.117634375,0.197778836,0.107487768,0.179751351
CHL,Chile,Chilean Peso,1964,46473.83594,42598.06641,8.516276045,2.590602636,2003.11,2.001537323,39923.37891,45751.10938,46340.95313,44224.53516,47121.58984,1.054795027,1.098494291,38246.99609,29290.83008,34450.21094,61119.24609,1.072889924,1.033491731,0.436018795,0.035201721,0.002307433,0.128182352,0.133734941,0.140134975,Extrapolated,Extrapolated,Market,Regular,,,0.749267578,0.131775975,0.15347521,0.055096641,-0.099601991,0.009986588,0.138140303,0.171773382,0.079567516,0.25682354,0.138209194,0.210227981
CHL,Chile,Chilean Peso,1965,46659.70703,40966.63281,8.699808321,2.626532555,1996.2,2.018834352,40648.46484,46278.89063,46543.00781,42632.25391,49864.14844,0.962989092,1.044050455,38590.01953,29634.52148,34644.58203,65236.41016,1.033303022,0.992076814,0.436018795,0.038089685,0.003156658,0.126432642,0.134767786,0.147130325,Extrapolated,Extrapolated,Market,Regular,,,0.776864529,0.132069662,0.176602826,0.055042636,-0.132917091,-0.007662578,0.131335438,0.194942639,0.104865575,0.293145299,0.106631681,0.23303166
CHL,Chile,Chilean Peso,1966,51642.39844,45948.89844,8.879738998,2.669615984,1989.31,2.036530972,45351.37891,53379.38281,51609.46875,48015.63672,55743.4375,0.994730771,1.101611018,42877.80078,32979.98047,40402.89453,71955.00781,1.074589133,1.082878351,0.436018795,0.035435487,0.003851138,0.136305615,0.143896565,0.154666811,Extrapolated,Extrapolated,Market,Regular,,,0.76774931,0.167195648,0.17676343,0.059492465,-0.120256752,-0.050944097,0.141355303,0.186778878,0.114372985,0.306334287,0.130133465,0.226277366
CHL,Chile,Chilean Peso,1967,54141.50781,48534.49219,9.056551628,2.703680515,1982.45,2.054382801,46844.09375,54078.67578,54277.67578,50983.70703,59667.75781,1.017726541,1.078717351,44249.88672,33921.21875,40568.32031,77355.61719,1.054731727,1.034127712,0.436018795,0.038598694,0.005068269,0.127764121,0.135954484,0.144738272,Extrapolated,Extrapolated,Market,Regular,,,0.744599402,0.141899899,0.174205765,0.062111434,-0.10138689,-0.021429567,0.131748961,0.188987294,0.110731915,0.286636591,0.139772207,0.226877108
CHL,Chile,Chilean Peso,1968,56823.23828,49766.89453,9.231073262,2.7248981,1975.61,2.072391033,48848.48828,56669.375,57021.35547,52407.85156,64854.40234,0.984075785,1.058248758,45793.48828,35294.89844,42553.19141,83205.85938,1.040025353,1.033545494,0.436018795,0.038018409,0.006876466,0.125457466,0.131853163,0.143460318,Extrapolated,Extrapolated,Market,Regular,,,0.752665222,0.149231181,0.179418162,0.060947798,-0.122862488,-0.019399896,0.132393029,0.17180004,0.096362572,0.292993456,0.115483858,0.205742851
CHL,Chile,Chilean Peso,1969,60931.36719,53227.02344,9.404355856,2.7706213,1968.79,2.090557098,51372.96875,59801.33594,60984.84375,55995.62891,70963.67188,0.999907255,1.060159802,47508.60156,37243.75,45023.71875,89361.34375,1.025008917,1.03885293,0.436018795,0.037043601,0.008617582,0.139421359,0.144423321,0.157291442,Extrapolated,Extrapolated,Market,Regular,,,0.736837268,0.150518283,0.180608749,0.04843045,-0.11763896,0.001244168,0.145557521,0.174911511,0.114387366,0.393777281,0.137828633,0.210561559
CHL,Chile,Chilean Peso,1970,61000.9375,53455.04297,9.577572,2.815539837,1962,2.108882427,51639.96484,60838.35938,60976.19531,56233.24219,77979.60156,0.963772416,1.041612744,48537.66797,37470.10156,45873.83984,96056.60156,0.994580567,1.005271673,0.436018795,0.035635687,0.011277504,0.152958095,0.156764701,0.169986919,Extrapolated,Extrapolated,Market,Regular,,,0.726397514,0.163575768,0.191919893,0.059337214,-0.111737199,-0.029493211,0.158204311,0.178135053,0.133101718,0.369706988,0.148022979,0.21397236
CHL,Chile,Chilean Peso,1971,67368.6875,60536.78125,9.752949,2.850852013,1959.66,2.129530907,58150.80078,67122.67188,67207.73438,63571.98828,85249.875,1.033905983,1.086569309,52884.33203,42348.46875,50578.69141,102886.3828,1.032426,1.05598259,0.436018795,0.033755954,0.012208644,0.16724655,0.170259982,0.179997325,Extrapolated,Extrapolated,Market,Regular,,,0.722140789,0.14112933,0.192582801,0.046759889,-0.105509311,0.00289647,0.169604399,0.189791383,0.158405151,0.323336184,0.146079019,0.22909984
CHL,Chile,Chilean Peso,1972,66615.39844,60520.51563,9.92595,2.874931335,1957.33,2.150381327,62135.34375,68653.13281,66249.9375,63436.68359,89343.20313,0.990325332,1.063883662,52242.75391,45441.63672,51400.38281,107074.8594,0.989342511,1.040984392,0.436018795,0.036587246,0.020835225,0.180167854,0.186478063,0.194747865,Extrapolated,Extrapolated,Market,Regular,,,0.771788716,0.10274484,0.207697257,0.03491845,-0.08813718,-0.029012071,0.182232266,0.246634485,0.172496615,0.386185884,0.169047877,0.292525351
CHL,Chile,Chilean Peso,1973,64775.8125,59096.77344,10.095485,2.912340641,1955,2.171436071,58862.72656,64697.54688,64155.38281,61552.90625,98151.77344,0.900052547,0.946914256,49335.4375,43122.00391,48456.63672,113978.5781,0.893063605,0.938067198,0.436018795,0.03218117,0.071641908,0.276799113,0.274510324,0.286116719,Extrapolated,Extrapolated,Market,Regular,,,0.736860633,0.09479358,0.219434187,0.028899793,-0.063187443,-0.016800756,0.301320282,0.25142083,0.194456905,0.702372193,0.283431977,0.30367133
CHL,Chile,Chilean Peso,1974,63182.00781,56057.5625,10.260027,2.991700411,1952.56,2.19269681,52044.45313,63026.27734,63041.34375,58192.65234,103284.7891,0.852252722,0.924669683,49816.1875,37302,46569.96484,119424.6172,0.864421725,0.864208221,0.436018795,0.037662826,0.592826261,0.255084872,0.270759225,0.293319255,Extrapolated,Extrapolated,Market,Regular,,,0.637096405,0.188714936,0.257251084,0.068917505,-0.118815787,-0.033164162,0.27598645,0.345042206,0.203320966,0.618519127,0.276301652,0.402797878
CHL,Chile,Chilean Peso,1975,50614.77344,47416.85938,10.41888,3.023976564,1950.13,2.214165688,46267.66406,51641.12891,50728.64063,49374.8125,108630.8828,0.719997466,0.760989785,43384.83594,33131.91016,37034.91406,122607.5625,0.735145986,0.671126246,0.436018795,0.037643388,4.910416667,0.151098937,0.156532124,0.160824135,Extrapolated,Extrapolated,Market,Regular,,,0.661203027,0.108830117,0.275867134,0.092809051,-0.106219381,-0.032489941,0.170920645,0.203314007,0.10358991,0.359788626,0.292407364,0.245173201
CHL,Chile,Chilean Peso,1976,54074.83594,49361.3125,10.571597,3.071978807,1947.7,2.232640505,46252.91406,51564.83203,54038.14063,51351.61719,108848.375,0.724829674,0.727370739,44911.10547,33192.375,37101.37891,123832.5625,0.748856425,0.661594927,0.436018795,0.040220384,13.05416667,0.192236334,0.200652018,0.211149365,Extrapolated,Extrapolated,Market,Regular,,,0.635806978,0.103442103,0.264902949,0.110534303,-0.108304545,-0.006381797,0.219731814,0.273930607,0.126243054,0.389079034,0.295415372,0.318048269
CHL,Chile,Chilean Peso,1977,57352.70313,53822.95313,10.719748,3.117398977,1945.27,2.251269579,52112.51172,58227.23828,57333.28516,56068.75,111880.0625,0.773381472,0.796324551,49338.86719,37694.89844,42306.39453,125293.0391,0.809113503,0.741965234,0.436018795,0.041214898,21.53583333,0.243738964,0.256373167,0.262155205,Extrapolated,Extrapolated,Market,Regular,,,0.677249789,0.109057628,0.252189696,0.09778998,-0.104900271,-0.031386837,0.270593152,0.364047577,0.171622646,0.390011668,0.324103922,0.39974317
CHL,Chile,Chilean Peso,1978,61464.91797,57968.39063,10.867152,3.171550512,1942.84,2.270053864,55709.50391,63325.56641,61291.08203,60273.47266,117429.6328,0.803496003,0.838075757,53393.20313,40477.17969,46482.80859,127433.5938,0.857674479,0.798520684,0.436018795,0.040172365,31.65583333,0.257309109,0.276391357,0.281057715,Extrapolated,Extrapolated,Market,Regular,,,0.670608878,0.126358435,0.253670156,0.098936349,-0.121782109,-0.027791666,0.286129633,0.415972976,0.181118441,0.412881404,0.347894192,0.44801721
CHL,Chile,Chilean Peso,1979,67862.375,62754.05078,11.01891,3.238845348,1940.42,2.288995028,59709.10938,69526.01563,67631.10156,65130.77734,125534.5781,0.840975344,0.897120655,57814.96094,43309.82031,51466.43359,131783.6406,0.899717033,0.856538892,0.436018795,0.036933325,37.24583333,0.321309775,0.337210566,0.350155801,Extrapolated,Extrapolated,Market,Regular,,,0.66170156,0.15072608,0.255055636,0.122481935,-0.161947802,-0.028017361,0.359458242,0.433923307,0.222339657,0.530162573,0.400966674,0.466351956
CHL,Chile,Chilean Peso,1980,71588.9375,66689.54688,11.178817,3.04432106,1938,2.308094263,61826.50391,74820.33594,71911.21875,69185.20313,134696.25,0.913691223,0.999418378,62408.33984,45048.39453,56053.27344,138085.4688,0.968327999,0.930118203,0.436018795,0.034134645,39,0.402243197,0.421859384,0.43848139,Benchmark,Extrapolated,Market,Regular,0.597408823,,0.671587169,0.187812343,0.222050503,0.113328636,-0.172098845,-0.022679847,0.443168379,0.515195921,0.278465885,0.584633231,0.430272907,0.564333141
CHL,Chile,Chilean Peso,1981,74625.35156,70133.5,11.348442,3.090332031,1942.51,2.344031334,67056.53906,82623.53906,75089.11719,72770.85156,147838.6094,0.912638783,1.044248223,66285.39844,49721.83594,62628.1875,147157.8125,0.979142249,0.989361584,0.436018795,0.033355523,39,0.471464366,0.484413266,0.499845207,Interpolated,Extrapolated,Market,Regular,,,0.710599303,0.21391809,0.210875899,0.091275677,-0.19594866,-0.030720267,0.507917931,0.540192072,0.348624947,0.563792348,0.440214753,0.587943971
CHL,Chile,Chilean Peso,1982,64142.51953,60889.96875,11.527274,3.079639196,1947.04,2.380527973,58915.30078,65871.35938,64830.33984,63624.31641,153473.0938,0.800527394,0.830067992,57278.48438,43498.53906,49028.5625,150631.2656,0.830684304,0.760415435,0.436018795,0.037140884,50.90833333,0.397257119,0.400889486,0.408488482,Interpolated,Extrapolated,Market,Regular,,,0.682724357,0.109330192,0.243262798,0.116700277,-0.116624713,-0.035392933,0.431854159,0.431654397,0.300159453,0.482022345,0.414610952,0.473937511
CHL,Chile,Chilean Peso,1983,62856.59766,58863.24609,11.714442,3.205280542,1951.57,2.417592764,55950.12891,61445.63281,63504.37891,61642.76172,146557.3125,0.739495099,0.729074299,55673.51953,41381.20313,45590.25,151259.75,0.786277294,0.688582957,0.436018795,0.040635459,78.78833333,0.325942159,0.337621063,0.347817242,Interpolated,Extrapolated,Market,Regular,,,0.655086458,0.089150816,0.252564818,0.127334148,-0.105190776,-0.018945441,0.365295446,0.45652502,0.223870122,0.491156757,0.424710274,0.499194115
CHL,Chile,Chilean Peso,1984,64304.16797,61111.65625,11.908189,3.340420246,1956.12,2.455234766,55193.23047,64937.87109,64424.78516,63526.98047,146820.5938,0.708350301,0.705510736,58950.14453,41528.85156,49656.92188,153474.4531,0.805575013,0.725701809,0.436018795,0.03999459,98.4775,0.316553593,0.329895437,0.334557742,Interpolated,Benchmark,Market,Regular,,,0.625443757,0.15339376,0.243371844,0.12876676,-0.121271104,-0.029705049,0.358098854,0.405463051,0.209786036,0.446451277,0.414068162,0.452900141
CHL,Chile,Chilean Peso,1985,65124.99609,61402.81641,12.107225,3.695396423,1960.67,2.493462801,55419.25391,63780.00781,65836.57031,64280.18359,146248.125,0.662344038,0.634095609,60110.53516,41387.80469,47803.32422,155020.125,0.776368499,0.660286903,0.436018795,0.043175086,160.86,0.266393661,0.284750849,0.291645408,Interpolated,Benchmark,Market,Regular,,,0.606473029,0.130067378,0.255678385,0.135699823,-0.104677565,-0.023241049,0.312087246,0.406431457,0.158007777,0.431490332,0.40758279,0.450166166
CHL,Chile,Chilean Peso,1986,68267.32031,64532.61719,12.310666,3.867429972,1965.24,2.526832342,57734.00781,66775.26563,69296.42188,67230.52344,150584.5469,0.658635497,0.630341947,63474.45703,43212.92578,50141.67578,156535.6875,0.79469341,0.671361983,0.436018795,0.043014199,192.93,0.266874045,0.290825307,0.299761921,Interpolated,Benchmark,Market,Regular,,,0.60294354,0.13448146,0.255803466,0.123895951,-0.097058646,-0.020065693,0.315518519,0.443768839,0.152216167,0.486446917,0.446615398,0.482746542
CHL,Chile,Chilean Peso,1987,73039.52344,69289.4375,12.51893,4.009037495,1969.81,2.560430527,60042.98438,71759.03125,74189.96875,71964.85938,155318.1563,0.670714319,0.646175444,67660.14063,45624.46875,55162.66797,159558.3125,0.820234776,0.715167582,0.436018795,0.042650446,219.4066667,0.287184328,0.317198515,0.327006102,Interpolated,Benchmark,Market,Regular,,,0.594820619,0.162802309,0.239516944,0.1306521,-0.109378189,-0.018413782,0.341058091,0.471016642,0.153393269,0.53153187,0.481901616,0.521616638
CHL,Chile,Chilean Peso,1988,81529.11719,76472.45313,12.733409,4.1648736,1974.4,2.583450317,63577.32031,76753.10938,82732.71094,79447.57031,162584.7344,0.695713937,0.656550705,72606.96094,48585.78125,59437.60156,163886.3438,0.849399745,0.743622363,0.436018795,0.041449454,245.0116667,0.297089815,0.331985533,0.345713049,Interpolated,Benchmark,Market,Regular,,,0.569004178,0.165842533,0.231238306,0.153988913,-0.111423552,-0.00865036,0.352809039,0.500368451,0.159982434,0.568373203,0.534409642,0.552923143
CHL,Chile,Chilean Peso,1989,88676.32031,83718.88281,12.956088,4.312645435,1979,2.606677294,68877.78125,85421.57813,89717.19531,86960.33594,173106,0.718702614,0.695484221,80274.42969,53026.44531,67511.17188,171607.8906,0.897713065,0.807408392,0.436018795,0.039699357,266.9541667,0.312436461,0.349150211,0.360219151,Interpolated,Benchmark,Market,Regular,,,0.567090392,0.190245286,0.224969283,0.159699932,-0.135761648,-0.00624329,0.370226509,0.50200282,0.16676239,0.589813054,0.5502069,0.552806973
CHL,Chile,Chilean Peso,1990,89878.375,85812.69531,13.187821,4.44564867,1984,2.630112886,70581.85156,87399.49219,90562.71094,88650.58594,187199.2969,0.687553525,0.66840893,83242.64063,54081.33984,69477.03125,179241.5781,0.892893195,0.796988785,0.436018795,0.040018525,304.9033333,0.342136413,0.380746663,0.38895908,Interpolated,Benchmark,Market,Regular,,,0.581013262,0.189706996,0.215167031,0.16329135,-0.14061293,-0.008565741,0.401416669,0.542789762,0.182062604,0.588705361,0.563340783,0.56530714
CHL,Chile,Chilean Peso,1991,97005.09375,92329.73438,13.429315,4.599137306,1988.48,2.644548416,75380.39844,92731.125,97488.64063,94810.125,193479.5781,0.708524525,0.690186441,89876.99219,58463.67188,73721.88281,185980.3125,0.928108335,0.814148903,0.436018795,0.041300032,349.2158333,0.372930944,0.40417698,0.415595472,Interpolated,Benchmark,Market,Regular,,,0.582678914,0.18300499,0.212388068,0.14203909,-0.130654454,0.010543451,0.437686018,0.539925706,0.195277787,0.665347397,0.601631165,0.572322726
CHL,Chile,Chilean Peso,1992,106999.625,103603.3438,13.678373,4.745175838,1992.98,2.659063339,83069.75,105654.9453,107552.5469,107585.8359,205026.6875,0.745157421,0.726991892,100912.1094,65841.75,84683.17188,196504.25,0.994158447,0.892209291,0.436018795,0.038867537,362.5758333,0.419324487,0.442817569,0.442680568,Interpolated,Benchmark,Market,Regular,,,0.570191622,0.209927231,0.201933727,0.163510635,-0.153594464,0.008031242,0.49028433,0.529226705,0.218958161,0.563529491,0.57220763,0.619945824
CHL,Chile,Chilean Peso,1993,113439.5625,110595.9219,13.92939,4.840897083,1997.48,2.673657894,87871.5,116167.0859,113685.5078,113898.8672,224179.6719,0.742219687,0.746529698,107962.1016,70445.66406,93622.49219,209943.8281,1.013354778,0.939783216,0.436018795,0.038071405,404.1658333,0.427289099,0.444855839,0.444022506,Interpolated,Benchmark,Market,Regular,,,0.569674373,0.248427302,0.20181264,0.140534982,-0.163013086,0.002563768,0.49791628,0.499409045,0.227923541,0.581519723,0.567773938,0.606008232
CHL,Chile,Chilean Peso,1994,124623.4375,120629.4063,14.17489,4.932519913,2002,2.688332558,93441.17188,121812.9922,123886.3281,123480.5859,244273.3125,0.756706119,0.735209346,114124.7031,75573.3125,98780.88281,223233.8125,1.023879647,0.947762311,0.436018795,0.03982706,420.1766667,0.45187822,0.467388302,0.468924075,Interpolated,Benchmark,Market,Regular,,,0.560884297,0.229767457,0.195843339,0.1516435,-0.151081577,0.012943011,0.523783649,0.518469997,0.245945087,0.607138157,0.597624362,0.60768187
CHL,Chile,Chilean Peso,1995,143964.5781,138860.6563,14.409416,4.997857571,1994.96,2.703087807,101262.6719,139281.0156,142161.3906,140835.4375,271914.25,0.815200627,0.795842052,126253.3906,82372.05469,113844.5156,243048.8281,1.070912838,1.032714963,0.436018795,0.043801829,396.7733333,0.518379927,0.521657586,0.526569009,Interpolated,Benchmark,Market,Regular,,,0.537264884,0.269948691,0.181749254,0.170133352,-0.16589886,0.006802648,0.594278319,0.530387655,0.294018459,0.663631141,0.637851775,0.567872524
CHL,Chile,Chilean Peso,1996,149545.8594,145460.25,14.630769,5.10993576,1987.95,2.713012934,109088.6953,149375.4375,146269.2969,145641.2813,299718.7188,0.78336519,0.793426991,135613.2031,89480.45313,122784.7891,264031.3125,1.085519433,1.051084161,0.436018795,0.043377195,412.2666667,0.527395368,0.533072591,0.535371244,Benchmark,Benchmark,Market,Regular,0.541291898,,0.564759791,0.276616275,0.184263393,0.152972892,-0.175372064,-0.003240303,0.598433863,0.548445488,0.309665307,0.691534936,0.658145845,0.577273786
CHL,Chile,Chilean Peso,1997,153338.875,146186.9375,14.840038,5.19702816,1980.96,2.7229743,110803.2422,153118.0469,149292.7344,146612.5,316338.6875,0.749289215,0.77429235,144571.2344,95271.17969,131708.0469,287768,1.092635751,1.06454289,0.4386684,0.0428265,419.295,0.568163514,0.570819438,0.581254661,Interpolated,Benchmark,Market,Regular,,,0.587776303,0.288616657,0.167979494,0.171403468,-0.206963912,-0.008811949,0.62369686,0.577774106,0.373846989,0.663679361,0.596859515,0.602570653
CHL,Chile,Chilean Peso,1998,152095.375,146287.4688,15.039162,5.28775692,1974,2.732972383,111053.6719,152434.0469,147045.4219,147121.9844,334305.2188,0.705588818,0.719193518,149242.1563,99379.66406,136603.875,311216.8438,1.070058942,1.047457695,0.455922931,0.04298187,460.2875,0.557726204,0.555483758,0.555194676,Interpolated,Benchmark,Market,Regular,,,0.604890108,0.281265706,0.149950683,0.163816497,-0.190710351,-0.009212692,0.593521756,0.549465639,0.413329478,0.615809023,0.608831644,0.558116972
CHL,Chile,Chilean Peso,1999,147662.3594,140019.25,15.231557,5.384356022,2262,2.743006945,107789.5938,140057.8125,143072.1563,141287.4844,343642.8438,0.645467103,0.6225245,148106.6406,98979.4375,128916.4453,327371,1.023067832,0.952347636,0.468892932,0.042962033,508.7766667,0.531463563,0.525033414,0.531665385,Interpolated,Benchmark,Market,Regular,,85,0.618560731,0.228386909,0.144348994,0.183341116,-0.172706619,-0.001931143,0.551947873,0.50355406,0.443684699,0.602968454,0.569292843,0.510760844
CHL,Chile,Chilean Peso,2000,151885.7969,145783.3438,15.41982,5.469499588,2293.2,2.753078699,109234.3281,146071.9844,148544.7188,148030.2031,354442.3125,0.653004766,0.616622388,154755.2656,102507.9375,136422.3125,345612.375,1.02899158,0.970083416,0.453690618,0.042614873,539.5875,0.536392689,0.520939469,0.522750139,Interpolated,Benchmark,Market,Regular,,,0.607985377,0.248852298,0.129933834,0.215804324,-0.198613331,-0.003962513,0.546958088,0.475116307,0.486954993,0.570173323,0.565281987,0.490846574
CHL,Chile,Chilean Peso,2001,151466.5938,144545.9688,15.6042,5.728872299,2272.4,2.777055502,110109.3438,146881.75,148862.1563,147175.3281,368183.5625,0.627394915,0.597919941,159981.4063,105452.4219,139691.2656,364880.2813,1.007227778,0.940556169,0.447650969,0.041814126,634.9383333,0.485828787,0.474006802,0.479439616,Interpolated,Benchmark,Market,Regular,,,0.624802232,0.249854445,0.123348594,0.22876361,-0.20309411,-0.023674805,0.487870072,0.438607771,0.475489012,0.55676651,0.539843321,0.454869926
CHL,Chile,Chilean Peso,2002,153345.5625,145915.4844,15.783991,5.837119102,2277.6,2.801241159,110544.9609,148118.6875,151501.5625,149125.5781,380954.2188,0.618001401,0.581799269,163475.5781,108064.5703,143058.8906,384323.5938,0.987932801,0.924584627,0.446695745,0.040976863,688.9366667,0.471862167,0.45690003,0.464179695,Interpolated,Benchmark,Market,Regular,,,0.625288844,0.251960337,0.115998894,0.205947101,-0.192057759,-0.007137405,0.466873162,0.412880177,0.498755292,0.567305923,0.53711623,0.436545283
CHL,Chile,Chilean Peso,2003,160619.4531,153312.8906,15.959793,6.014651775,2262,2.825637341,113270.5938,152410.9844,158634.7031,155387.5313,395051.1875,0.619009018,0.573674142,169878.7656,112315.3906,149939.5781,405253.25,0.979888678,0.924934983,0.446695745,0.04044548,691.3975,0.499004215,0.479974896,0.490005076,Interpolated,Benchmark,Market,Regular,,,0.619926512,0.251888841,0.109029002,0.221382484,-0.21070379,0.008476914,0.494482684,0.424904863,0.524713108,0.629771471,0.590163529,0.436073095
CHL,Chile,Chilean Peso,2004,180840.5625,172069.8906,16.132209,6.142138481,2230.8,2.850246191,120586.8203,161857.8438,178522.7344,173234.3281,422264.5938,0.660464704,0.579178333,181797.6875,121347.9766,162138.5781,429835.9063,1.001666903,0.955385447,0.446695745,0.038999919,609.5291667,0.579716742,0.556418002,0.573404014,Interpolated,Benchmark,Market,Regular,,89.44444444,0.597031295,0.238238171,0.099059492,0.279567599,-0.229458243,0.015561704,0.570331019,0.488343198,0.636284611,0.671481431,0.623734534,0.485051692
